10-13 17:17:03 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Starting the loops on the files... | <module> (l. 356)
10-13 19:44:08 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 0 of 4 for criterion pc_99 passes the threshold for the area | plotting_clusters (l. 279)
10-13 19:44:09 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 3 of 6 for criterion combine passes the threshold for the area | plotting_clusters (l. 279)
10-13 19:44:10 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Run r2i1p1f1 is not available | <module> (l. 501)
10-13 19:44:10 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | SCENARIO: ssp245 | <module> (l. 376)
10-13 19:44:10 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | RUN: r1i1p1f1 | <module> (l. 380)
10-13 19:44:10 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | DOMAIN: SImon | <module> (l. 383)
10-13 19:44:10 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | No variable in SImon domain | <module> (l. 498)
10-13 19:44:10 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | DOMAIN: Amon | <module> (l. 383)
10-13 19:44:10 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | VAR: tas | <module> (l. 389)
10-13 19:44:10 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | GRID: gr | <module> (l. 394)
10-13 19:44:10 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | VERS: v20201109 | <module> (l. 398)
2023-10-13T19:42:21.390794
<Logger /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py (INFO)>
Traceback (most recent call last):
  File "/home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py", line 400, in <module>
    [ofile_y, ofile_std] = data_crunch(
  File "/home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py", line 58, in data_crunch
    shutil.copy(ncfile[0],ofile)
IndexError: list index out of range
10-13 19:47:23 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Starting the loops on the files... | <module> (l. 360)
10-13 19:47:23 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | MIP: ScenarioMIP | <module> (l. 364)
10-13 19:47:23 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | MODEL GROUP: E3SM-Project | <module> (l. 368)
10-13 19:47:23 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | MODEL: E3SM-1-1 | <module> (l. 371)
10-13 19:47:23 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | In MODEL DIR: ['ssp585', 'ssp245'] | <module> (l. 374)
10-13 19:47:23 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | SCENARIO: ssp585 | <module> (l. 379)
10-13 19:47:23 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | RUN: r1i1p1f1 | <module> (l. 383)
10-13 19:47:23 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | DOMAIN: SImon | <module> (l. 386)
10-13 19:47:23 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | VAR: siconc | <module> (l. 392)
10-13 19:47:23 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | GRID: gr | <module> (l. 397)
10-13 19:47:23 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | VERS: v20201117 | <module> (l. 401)
/work/users/lembo/miniconda3/lib/python3.9/site-packages/numpy/lib/function_base.py:4737: UserWarning: Warning: 'partition' will ignore the 'mask' of the MaskedArray.
  arr.partition(
10-13 19:47:35 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 3 of 5 for criterion std passes the threshold for the area | plotting_clusters (l. 282)
10-13 19:47:37 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 1 of 2 for criterion maxch passes the threshold for the area | plotting_clusters (l. 282)
10-13 19:47:38 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 0 of 6 for criterion pc_99 passes the threshold for the area | plotting_clusters (l. 282)
10-13 19:47:39 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 1 of 6 for criterion pc_99 passes the threshold for the area | plotting_clusters (l. 282)
10-13 19:47:39 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 4 of 6 for criterion pc_99 passes the threshold for the area | plotting_clusters (l. 282)
10-13 19:47:40 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | DOMAIN: Amon | <module> (l. 386)
10-13 19:47:40 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | VAR: tas | <module> (l. 392)
10-13 19:47:40 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | GRID: gr | <module> (l. 397)
10-13 19:47:40 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | VERS: v20201117 | <module> (l. 401)
/work/users/lembo/miniconda3/lib/python3.9/site-packages/numpy/lib/function_base.py:4737: UserWarning: Warning: 'partition' will ignore the 'mask' of the MaskedArray.
  arr.partition(
10-13 19:47:53 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 0 of 11 for criterion std passes the threshold for the area | plotting_clusters (l. 282)
10-13 19:47:54 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 1 of 11 for criterion std passes the threshold for the area | plotting_clusters (l. 282)
10-13 19:47:54 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 2 of 11 for criterion std passes the threshold for the area | plotting_clusters (l. 282)
10-13 19:47:55 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 6 of 11 for criterion std passes the threshold for the area | plotting_clusters (l. 282)
10-13 19:47:56 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 8 of 11 for criterion std passes the threshold for the area | plotting_clusters (l. 282)
10-13 19:47:56 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 9 of 11 for criterion std passes the threshold for the area | plotting_clusters (l. 282)
10-13 19:47:58 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 1 of 6 for criterion maxch passes the threshold for the area | plotting_clusters (l. 282)
10-13 19:47:59 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 5 of 6 for criterion maxch passes the threshold for the area | plotting_clusters (l. 282)
10-13 19:48:12 | oet          | WARNING  | build_cluster_mask took 12 s (for (array([[ True,  Tru..., {'max_distance_km': ...) | timed_func (l. 398)
10-13 19:48:12 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 0 of 1 for criterion pc_99 passes the threshold for the area | plotting_clusters (l. 282)
10-13 19:48:12 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 1 of 5 for criterion combine passes the threshold for the area | plotting_clusters (l. 282)
10-13 19:48:13 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | DOMAIN: Omon | <module> (l. 386)
10-13 19:48:13 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | VAR: sos | <module> (l. 392)
10-13 19:48:13 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | GRID: gr | <module> (l. 397)
10-13 19:48:13 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | VERS: v20201201 | <module> (l. 401)
/work/users/lembo/miniconda3/lib/python3.9/site-packages/numpy/lib/function_base.py:4737: UserWarning: Warning: 'partition' will ignore the 'mask' of the MaskedArray.
  arr.partition(
10-13 19:48:32 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 8 of 9 for criterion std passes the threshold for the area | plotting_clusters (l. 282)
10-13 19:48:34 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 7 of 10 for criterion maxch passes the threshold for the area | plotting_clusters (l. 282)
10-13 19:48:39 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 0 of 25 for criterion pc_99 passes the threshold for the area | plotting_clusters (l. 282)
10-13 19:48:39 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 5 of 25 for criterion pc_99 passes the threshold for the area | plotting_clusters (l. 282)
10-13 19:48:40 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 8 of 25 for criterion pc_99 passes the threshold for the area | plotting_clusters (l. 282)
10-13 19:48:41 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 11 of 25 for criterion pc_99 passes the threshold for the area | plotting_clusters (l. 282)
10-13 19:48:41 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 14 of 25 for criterion pc_99 passes the threshold for the area | plotting_clusters (l. 282)
10-13 19:48:42 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 16 of 25 for criterion pc_99 passes the threshold for the area | plotting_clusters (l. 282)
10-13 19:48:43 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 21 of 25 for criterion pc_99 passes the threshold for the area | plotting_clusters (l. 282)
10-13 19:48:43 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 4 of 9 for criterion combine passes the threshold for the area | plotting_clusters (l. 282)
10-13 19:48:44 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | VAR: tos | <module> (l. 392)
10-13 19:48:44 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | GRID: gr | <module> (l. 397)
10-13 19:48:44 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | VERS: v20201201 | <module> (l. 401)
/work/users/lembo/miniconda3/lib/python3.9/site-packages/numpy/lib/function_base.py:4737: UserWarning: Warning: 'partition' will ignore the 'mask' of the MaskedArray.
  arr.partition(
10-13 19:48:58 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 3 of 6 for criterion std passes the threshold for the area | plotting_clusters (l. 282)
10-13 19:48:59 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 2 of 8 for criterion maxch passes the threshold for the area | plotting_clusters (l. 282)
10-13 19:49:00 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 4 of 8 for criterion maxch passes the threshold for the area | plotting_clusters (l. 282)
10-13 19:49:09 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 0 of 4 for criterion pc_99 passes the threshold for the area | plotting_clusters (l. 282)
10-13 19:49:10 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 3 of 6 for criterion combine passes the threshold for the area | plotting_clusters (l. 282)
10-13 19:49:11 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Run r2i1p1f1 is not available | <module> (l. 504)
10-13 19:49:11 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | SCENARIO: ssp245 | <module> (l. 379)
10-13 19:49:11 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | RUN: r1i1p1f1 | <module> (l. 383)
10-13 19:49:11 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | DOMAIN: SImon | <module> (l. 386)
10-13 19:49:11 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | No variable in SImon domain | <module> (l. 501)
10-13 19:49:11 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | DOMAIN: Amon | <module> (l. 386)
10-13 19:49:11 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | VAR: tas | <module> (l. 392)
10-13 19:49:11 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | GRID: gr | <module> (l. 397)
10-13 19:49:11 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | VERS: v20201109 | <module> (l. 401)
10-13 19:49:11 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Directory is empty | data_crunch (l. 60)
2023-10-13T19:47:23.107291
<Logger /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py (INFO)>
Traceback (most recent call last):
  File "/home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py", line 403, in <module>
    [ofile_y, ofile_std] = data_crunch(
TypeError: cannot unpack non-iterable NoneType object
10-13 20:00:10 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Starting the loops on the files... | <module> (l. 357)
10-13 20:00:10 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | MIP: ScenarioMIP | <module> (l. 361)
10-13 20:00:10 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | MODEL GROUP: E3SM-Project | <module> (l. 365)
10-13 20:00:10 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | MODEL: E3SM-1-1 | <module> (l. 368)
10-13 20:00:10 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | In MODEL DIR: ['ssp585', 'ssp245'] | <module> (l. 371)
10-13 20:00:10 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | SCENARIO: ssp585 | <module> (l. 376)
10-13 20:00:10 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | RUN: r1i1p1f1 | <module> (l. 380)
10-13 20:00:10 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | DOMAIN: SImon | <module> (l. 383)
10-13 20:00:11 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | VAR: siconc | <module> (l. 389)
10-13 20:00:11 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | GRID: gr | <module> (l. 394)
10-13 20:00:11 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | VERS: v20201117 | <module> (l. 398)
/work/users/lembo/miniconda3/lib/python3.9/site-packages/numpy/lib/function_base.py:4737: UserWarning: Warning: 'partition' will ignore the 'mask' of the MaskedArray.
  arr.partition(
10-13 20:00:24 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 3 of 5 for criterion std passes the threshold for the area | plotting_clusters (l. 279)
10-13 20:00:25 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 1 of 2 for criterion maxch passes the threshold for the area | plotting_clusters (l. 279)
10-13 20:00:26 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 0 of 6 for criterion pc_99 passes the threshold for the area | plotting_clusters (l. 279)
10-13 20:00:27 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 1 of 6 for criterion pc_99 passes the threshold for the area | plotting_clusters (l. 279)
10-13 20:00:28 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 4 of 6 for criterion pc_99 passes the threshold for the area | plotting_clusters (l. 279)
10-13 20:00:29 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | DOMAIN: Amon | <module> (l. 383)
10-13 20:00:29 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | VAR: tas | <module> (l. 389)
10-13 20:00:29 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | GRID: gr | <module> (l. 394)
10-13 20:00:29 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | VERS: v20201117 | <module> (l. 398)
/work/users/lembo/miniconda3/lib/python3.9/site-packages/numpy/lib/function_base.py:4737: UserWarning: Warning: 'partition' will ignore the 'mask' of the MaskedArray.
  arr.partition(
10-13 20:00:42 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 0 of 11 for criterion std passes the threshold for the area | plotting_clusters (l. 279)
10-13 20:00:42 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 1 of 11 for criterion std passes the threshold for the area | plotting_clusters (l. 279)
10-13 20:00:43 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 2 of 11 for criterion std passes the threshold for the area | plotting_clusters (l. 279)
10-13 20:00:44 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 6 of 11 for criterion std passes the threshold for the area | plotting_clusters (l. 279)
10-13 20:00:44 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 8 of 11 for criterion std passes the threshold for the area | plotting_clusters (l. 279)
10-13 20:00:45 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 9 of 11 for criterion std passes the threshold for the area | plotting_clusters (l. 279)
10-13 20:00:47 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 1 of 6 for criterion maxch passes the threshold for the area | plotting_clusters (l. 279)
10-13 20:00:47 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 5 of 6 for criterion maxch passes the threshold for the area | plotting_clusters (l. 279)
10-13 20:01:00 | oet          | WARNING  | build_cluster_mask took 12 s (for (array([[ True,  Tru..., {'max_distance_km': ...) | timed_func (l. 398)
10-13 20:01:00 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 0 of 1 for criterion pc_99 passes the threshold for the area | plotting_clusters (l. 279)
10-13 20:01:01 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 1 of 5 for criterion combine passes the threshold for the area | plotting_clusters (l. 279)
10-13 20:01:02 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | DOMAIN: Omon | <module> (l. 383)
10-13 20:01:02 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | VAR: sos | <module> (l. 389)
10-13 20:01:02 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | GRID: gr | <module> (l. 394)
10-13 20:01:02 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | VERS: v20201201 | <module> (l. 398)
/work/users/lembo/miniconda3/lib/python3.9/site-packages/numpy/lib/function_base.py:4737: UserWarning: Warning: 'partition' will ignore the 'mask' of the MaskedArray.
  arr.partition(
10-13 20:01:20 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 8 of 9 for criterion std passes the threshold for the area | plotting_clusters (l. 279)
10-13 20:01:21 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 7 of 10 for criterion maxch passes the threshold for the area | plotting_clusters (l. 279)
10-13 20:01:26 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 0 of 25 for criterion pc_99 passes the threshold for the area | plotting_clusters (l. 279)
10-13 20:01:27 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 5 of 25 for criterion pc_99 passes the threshold for the area | plotting_clusters (l. 279)
10-13 20:01:27 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 8 of 25 for criterion pc_99 passes the threshold for the area | plotting_clusters (l. 279)
10-13 20:01:28 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 11 of 25 for criterion pc_99 passes the threshold for the area | plotting_clusters (l. 279)
10-13 20:01:29 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 14 of 25 for criterion pc_99 passes the threshold for the area | plotting_clusters (l. 279)
10-13 20:01:29 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 16 of 25 for criterion pc_99 passes the threshold for the area | plotting_clusters (l. 279)
10-13 20:01:30 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 21 of 25 for criterion pc_99 passes the threshold for the area | plotting_clusters (l. 279)
10-13 20:01:31 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 4 of 9 for criterion combine passes the threshold for the area | plotting_clusters (l. 279)
10-13 20:01:32 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | VAR: tos | <module> (l. 389)
10-13 20:01:32 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | GRID: gr | <module> (l. 394)
10-13 20:01:32 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | VERS: v20201201 | <module> (l. 398)
/work/users/lembo/miniconda3/lib/python3.9/site-packages/numpy/lib/function_base.py:4737: UserWarning: Warning: 'partition' will ignore the 'mask' of the MaskedArray.
  arr.partition(
10-13 20:01:46 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 3 of 6 for criterion std passes the threshold for the area | plotting_clusters (l. 279)
10-13 20:01:47 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 2 of 8 for criterion maxch passes the threshold for the area | plotting_clusters (l. 279)
10-13 20:01:48 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 4 of 8 for criterion maxch passes the threshold for the area | plotting_clusters (l. 279)
10-13 20:01:56 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 0 of 4 for criterion pc_99 passes the threshold for the area | plotting_clusters (l. 279)
10-13 20:01:57 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 3 of 6 for criterion combine passes the threshold for the area | plotting_clusters (l. 279)
10-13 20:01:58 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Run r2i1p1f1 is not available | <module> (l. 504)
10-13 20:01:58 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | SCENARIO: ssp245 | <module> (l. 376)
10-13 20:01:58 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | RUN: r1i1p1f1 | <module> (l. 380)
10-13 20:01:58 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | DOMAIN: SImon | <module> (l. 383)
10-13 20:01:58 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | No variable in SImon domain | <module> (l. 501)
10-13 20:01:58 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | DOMAIN: Amon | <module> (l. 383)
10-13 20:01:58 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | VAR: tas | <module> (l. 389)
10-13 20:01:58 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | GRID: gr | <module> (l. 394)
10-13 20:01:58 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | VERS: v20201109 | <module> (l. 398)
10-13 20:01:58 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | The directory is empty... | <module> (l. 497)
10-13 20:01:58 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | DOMAIN: Omon | <module> (l. 383)
10-13 20:01:58 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | No variable in Omon domain | <module> (l. 501)
10-13 20:01:58 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Run r2i1p1f1 is not available | <module> (l. 504)
10-13 20:01:58 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Experiment ssp126 is not available | <module> (l. 508)
10-13 20:01:58 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | MODEL: E3SM-1-0 | <module> (l. 368)
10-13 20:01:58 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | In MODEL DIR: ['ssp585'] | <module> (l. 371)
10-13 20:01:58 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | SCENARIO: ssp585 | <module> (l. 376)
10-13 20:01:58 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | RUN: r1i1p1f1 | <module> (l. 380)
10-13 20:01:58 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | DOMAIN: SImon | <module> (l. 383)
10-13 20:01:58 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | VAR: siconc | <module> (l. 389)
10-13 20:01:58 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | GRID: gr | <module> (l. 394)
10-13 20:01:58 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | VERS: v20220917 | <module> (l. 398)
/work/users/lembo/miniconda3/lib/python3.9/site-packages/numpy/lib/function_base.py:4737: UserWarning: Warning: 'partition' will ignore the 'mask' of the MaskedArray.
  arr.partition(
10-13 20:02:30 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 2 of 8 for criterion std passes the threshold for the area | plotting_clusters (l. 279)
10-13 20:02:31 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 1 of 2 for criterion maxch passes the threshold for the area | plotting_clusters (l. 279)
10-13 20:02:33 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 0 of 7 for criterion pc_99 passes the threshold for the area | plotting_clusters (l. 279)
10-13 20:02:33 | /home/lembo/tipping_optimesm/optimesm-tipping/hunt_CMIP6.py | INFO     | Cluster 1 of 7 for criterion pc_99 passes the threshold for the area | plotting_clusters (l. 279)
